relay,bandwidth
36EFABA1FFE1D0246B36C141F9226F4F09B8951C,180
36FA576EE55BE5F1297370FBECBBBEB6125BBE4A,35000
36FA7085B8CF7293DEFA82A8C0281E0EE43F3B5E,7540
36FE7851E87423D3684CCC1545662D5E277FF057,130
3704AEAEC2CFA5CEF3573EFD1EF580ACDAC1ECB6,3600
370969A8F5BB965976FFB727F19C2246E838B394,4890
372082F3E01DE6A6333D30329C6903A19D0E8E87,8000
3723B855A12B48E6A9CE1BF7D90EA116900B819A,4810
372A38794527887333B52ED1D707609D808C0659,10300
373BF7A2CD16E86D4C5BEC591A41945C9AED392D,7000
37535409102DFFE92F3DAC809E470E62BC27F1DF,7500
375AAFD4E280B95136969E191AF4D9A1FA7C4FD9,19000
375DCBB2DBD94E5263BC0C015F0C9E756669617E,4520
376DC7CAD597D3A4CBB651999CFAD0E77DC9AE8C,15400
3782F48481045AA7247913637EACE9E7225CF14D,8400
37846B29EFC8F2B96E8CF95C81AC56E2D64CB1C8,1020
378C9AF5921999F492BC1666C34813309BC4EBF0,10
378E474A4805587228ED56900DC7D69B18259AAC,11600
378E6BCC9DCF2A0F8C5A3902D3617ADC99F25E74,11
37911E00E59A3B691AA95665B29EB0712C0CBB00,273
379FA5A55CDEA6A928B7024153C5D0515FB4DA97,5960
37A89D32A5FD783FFCA50B82428F38631430A7A7,1010
37A8BA9E3F05417EFE93DF626641EFF271E0A3C2,11000
37B97F98AA1A51FF282660D3E440DAD9687BA814,403
37BB3233098BF9B9095C27834E65A2E17FF807F8,13000
37C1D66559D0C7884E3D21F7DEB58C75D79B98A8,25000
37CED9BA892BB06999F2B8CB63861A064A26C1BB,23800
37D4BC88CB2733ED701037D03B25E4E75E3895B4,3050
37DD9B67094AE76FD5E2154BE7264CC453EB63F8,552
37DDF1906EE3DB96130A717EA54667C64DAC78DF,16000
37E10625D44850181964310E27375D6A4B5F8242,520
37F4FCC325A40CAED9F55E64B3BB63A6D95E829A,224
380E69EDD02DECD323B5686BC58A616C092FE3CC,660
380F79145FF9C2332CBF41313062C99DBA9B0E50,28400
381943816C4B665E06ACD822BF862420F786989D,7830
381E9AC18DDE8463A6116A1D80F40BDA76EE174A,680
381EC209A77FC5365B94CE219420BA01A6F0DA2E,392
3828C04FD61D4224AC1AB06C78366AB2AD2019B9,9
383D6E34D9BEA92E97092B134A708EEF476DF2E4,2330
38471394F06B2B86404768193C929313962FDC2F,15400
3847862C0A4926ACCB9B5ADCD6F62B6278D88812,3100
384B51C97D98F34893B37107E74C70295D2C10E7,1100
385EAD4EFBE879117497BD78567DF36ACD861E67,11
386161B667D9EA6D86EEDDD397405F448F8D530E,785
3873DB56F30E3B74055713FA1984F8C80745F7D2,45000
388899A062F604BCA51E91D6EE8771811B7E259C,0
38A42B8D7C0E6346F4A4821617740AEE86EA885B,66800
38ADBB37B86AE36DCE1C0D6B69F64259BACE26B5,42
38CBE4AF8697BC75B92D0002C669ACD700C5101E,20
38CC95A8CE92A591D4A5779359BEFFBA13FA1B88,40000
38D08218624083D2A5AFAA161CFD62F7DB0231A4,74
38D5677BC8C3777F68E8DD0F6FC22362ED785F98,170
38DC78302D5CB107B6D5CCC02EE4D8773AA910DE,33000
38EC34A6892510AC660BEFEA82D4E155CFE2A911,38000
38EF2FCFE72C49C634FE082D6CAB5D8F423B4626,2530
38F0B34A86E19A2C65B20F95BFB0CBE40E3165C9,5700
38F21DEE29E40DCDF9460A80662B7723562CA008,40000
38F6C119BF7FC131CDC45B86A61BEEAB36469E35,6400
3910C5CA0CC5AFE22C709DF471A2B5B6B4AEDC98,8800
39157328C19734ACD46BC6CD247F5E673D9EE9C8,37700
391D289DFAFB673B362646A51973447EB706DFC4,61000
39330DB0B04E26F367E0E78248DCB7230CA17118,24200
394629DFE5305F4207B4BB080782C13304B9F545,2400
3947C9CA680EE8897FF5CAFD4B56BE912EBE17D4,197
3952147A1A3C2F17EEEE5D174AF992DECE85BE12,13000
395D293263E9DEEC1874503D45B8543DABACC694,55000
396F38C743BF66838C5659616C99EC30BAFE07ED,6510
398B7AC447D8C659A35D418DFCA4013FDA665343,22000
3994E734DCD794479D1A60F4ABD3FC91CAA395EE,68000
399B6E76080F8677D08B626CFFA7AB7ACB974D3E,17000
39A551CD188151147DC4D19523D06A09B5287C29,2300
39AB354F12B497FCD443B85BEAB5BAF4B391CFAC,780
39BD825F627DDF78E322EB4378C17615506AD3A1,9220
39C37AFC908D12BB79B34EB6298929BC51C2E651,15100
39C6F833D4B09524770D3655DF825A11213CA0A9,8700
39DF2E6803720BC0750FA69872A3E3F432108BA0,541
39F096961ED2576975C866D450373A9913AFDC92,39600
39F2399060248FD37FEE9699CFDDF8345E96BA6C,17000
39F4C1D8F343BC34C26E0254C77A048D80D0E786,354
39F91959416763AFD34DBEEC05474411B964B2DC,8270
39FB92F0FC8AFFCE9E786B8C8D0AF58D9CE3D2D5,0
39FB96CD80CBA25D9D597CB5B6B09A1DDE5EE4F3,32100
3A1BA3B0813E1FD11833C9F430F3507662A58F43,290
3A1BC65DF03ECD50FDF7CFF9C5A4E049FCB9C1AF,7280
3A209C005F58AF0BCDDEDC4423CFFD3AB3B826F5,106
3A27CC4147062E4EFDF46F848FEA7FF032A04E5F,17000
3A30D99AE164733D16AA3A86D67B1D8B82A07FF5,2820
3A4D13F52A4C9A13AD60D94615D4C0B2F5F69E3C,375
3A4FDF6B88950212E74D4C7BD40E021D4EAA0288,578
3A51E32A303A0E0A3AB8AA1CCBE98FF8791E2341,18000
3A6C6C3A3367F8390D05EFDD89FA97D2963A5629,20300
3A7528436E0DD9675FB12750F3EDE23CF74F4ACB,3220
3A8557B067FBE53F168BBEAA7D14D1298AE52A52,6420
3A8836B2549C55BD62B2137D14B743EEA4EC0444,2700
3A8AEF83415EE23CF3F0CD800A76B77D005701CF,197
3A9443710224E5182895C342D1D36C1D460A1206,9610
3A94EFBF4A220B35A92D0A5B4A80D6324C3C306A,7700
3AD29FE1241B73595F99BA2C6D830AF0B6874043,9410
3AEE7C009789A429D82123DE5FD8B2763B4656F0,1070
3AF69B3ECCB000879CA1BCD0B36B619DBF712291,1430
3B07C500AC17E7B5A1EE616613E104A094AB87F3,9380
3B1790D7B2652D897CECF0D11379EB18F4253C82,82000
3B3265F9FD7BFA97B63BB58D3A00A0AFD28F1DF6,36500
3B3F451BD58F96DC0E8EB7D01F209FC8803C33DF,3970
3B44659B9A4B380511C5EA87EF641EB2DFDEDC67,10
3B4C5729F829CA2E895B81AF834A63DB336D0FFE,9700
3B5C6ED2C1DECEB32BF1AD9B7B272F4CE9CE0656,8300
3B65EEA3DDB890CF4899E675A7B138D04759FAFA,2530
3B675F5DB8C36AE6DB5889AE8DA1ACDF5DD51A0D,41400
3B6FC5079394D37336C43505C3AE1273B5C5588E,2000
3B90AE3B2D1AF41DE00C6B9FBCBAA96AAE81BEA9,3590
3B91903A5F3E22DEFFFE52FD8DA8DA30001A8B97,450
3B953203AF332D8FE1452E1CE7CB50A3B5297DB2,1740
3B9C27EFB5AA474B20BAF99BF499F9ECAB0184A2,2100
3BA07FCB32A0151EF9B76507213E43D8ABD3BE5F,7200
3BA2A8C1BE4FD6CCEBBCE4689B66372A0519E0C8,4500
3BAACE149DB31574B327BF835B594B707D12CD58,58700
3BADB3EFFB87534736BFAC9A2024AB78401BDBC3,24500
3BB035514F8246AC367B5370F4FE120BB11D8C6D,30900
3BB34CCD8EA9C804C5C5361B21F33767F220801D,2410
3BB47BFF2788B534A5BACA37879C48EEBE5E8800,1680
3BB71BAB173DBB4FB24B90843DBD50D8F70406EA,3100
3BBF9D98C7D058D7C2E60F6BA5BD574CB4F3FE26,31600
3BC7D4276D67D466857EC7369DACE13425D6C8B8,393
3BD1376CD339EDAC6AEFCF355A703A16AF913496,432
3BFC56B9003E4DAEB4DB59694018C21FEA520689,3740
3C038ECFFD0F0F0AD9BA6B06525B3EA79E752663,595
3C121DF2FD7B29C0C97D3ECF7C3DFF6BFBDFD51D,0
3C4EB1202E46E0103CC9D0257A52893BBE022B78,11800
3C52F68515C144AB942528E75706DA4F79B04CC7,556
3C5915348D731505C48112F4F03235FDE7B8C837,30900
3C687A2E201A5CEA7E9CE43CA37EDD1030357F68,427
3C718BDDF58BAE84E9EA92156B8E42E6215314C8,432
3C72C555BB0BEE4705E0283A3648E71ECFFF6074,6910
3C79699D4FBC37DE1A212D5033B56DAE079AC0EF,9000
3C79702BCC4AA498CB8E9FEC8A51A72AE89169EA,3530
3C7B27CA188A209E272E515FC8BF1E659C8AD304,2500
3C80D368F796FB32184819EBB2F55A31A0B397F9,6300
3C84D97D9846044338D6DC013A6F62A9291F4614,135
3C8609D996441A690BF31A7AB0374D9E33FA2210,5280
3C89C80E2699FB6358BBB64FDC9547AFCB5C03F7,64000
3C90CA5857705D7C6C176D475C592AF2789FDDA7,18400
3CA0D15567024D2E0B557DC0CF3E962B37999A79,8900
3CAAF8D7CF34FF3962CA73A41B53266BDB37DE5A,2950
3CB4193EF4E239FCEDC4DC43468E0B0D6B67ACC3,13800
3CBC541F2A763ADD7BF742919229251E2C065E4E,4400
3CBFE13292B405CA02754EF2B27167457F21405E,45
3CC54860050C2DFB1BB280E4D7F620930D23BFF0,309
3CCEC60065B277548B5CD990DE7B15900D83EE3B,5560
3CCEF96871A49AC06149E4AA8E14D270D881F6D3,140000
3CD5F7766CF8E96FE315678B0CAC6A5B999FC47D,5900
3CEA56B817455E13C4B063E7D3E7726C286F7C9B,6210
3CEF68373ADB77D70C2B17E808D5B01A4E1567A7,215
3CF935BB48C27EA0FEA4D6B9025A566364C38E92,1780
3D07D62C29E38240FA2CB9EC8151C0288FF2B0D8,3920
3D121B974CF5FC316DA57B27696F00FD70FEB50D,13200
3D1BBDB539FAACA19EC27334DC6D08FD68D82775,20200
3D2715DFB821FFEDBB92A3DA189F3EC25205E106,2500
3D4E7E8DCE2322C4D17419A4401B35B688C7CC12,73
3D5D6178C44537E3692853B344385F6572A55767,76000
3D615DEF97F387631F50201FAFA6E7B67FDF3FEF,6890
3D636FB9D24EA781C3C2766C051064C6CA1C0D96,22000
3D69375EA8FEAB5BBEBA875DD551A5BDA37FEE3D,141
3D6C776E8BE9E8AE5D0591594117999E3C5498C8,11000
3D7B08458C7BC081358BC9FAA4FFB2593FFE0576,16000
3D8A65667A03D839050DCAD120085E257E029536,6900
3D9B0C98C335C22641C3F6069AE60698FEF4386A,5460
3D9CE80399B68C01377FEC42395E399B9ED16E18,30200
3DAEB93223247937F7D488689F79B9203371E018,250
3DB72310F6999555E71A09C3FCDF86E8E99118F7,28600
3DC748C2DFF1F8E9DA5626BB3CBAAFF31D706C10,2090
3DD93E6A1959804D0E36D26E83CA86E3AD3F4DE4,126
3DDD1E8ECAB9B9EE78FD5C8F6EF836DBFFBAD5DE,401
3DE567C1350C0E858C6147AECB06EA9B3EAF3261,3000
3DF28C6A21F9F063FA1640F7367BE8143816D40F,1120
3E01F38382BFFB7832A0D23E1B66D144830D6C0C,1800
3E04505D362AA324E6E4E1C8516CCD9EF4D41B9C,19500
3E09AEF0B44E9416BC2D87032D3416431E8231DC,10200
3E1329B552FF9CB8ECE7317B71508979EC43448D,6300
3E13E2EB87CCF5690564EE33E9F9F9F80B229FBB,8110
3E18FEBABD94CDC986416C957DF323FEDE97A2BD,218
3E2C933BE54585C760FD6D2F3FA7A33E373A7145,1
3E3005A4B43FAFCE070FFE19D53076EC22EE0944,183
3E394FE5C9E4FD1EC5F9B8E898398CC1C4B49C72,18300
3E4932477308B5C209296D3647A41C4D3F325039,7930
3E50CBCA98A20F637BC4551FD4F132D062DB9A51,44700
3E53D3979DB07EFD736661C934A1DED14127B684,46500
3E596EDACBE91DCA3E7F26F0168C7648822D2A02,9800
3E67E18F6BE99795D6A06AD27CA80CEF9FA0249F,43900
3E88CA858C5558C5AD449E07DF8DE0EEDE3E9ECD,0
3EA4E3EA9699C2231BD9286B7145D2BB9E0EB071,630
3EC215A86954AE2BBB4C1C7020DA5B97B229B217,1900
3ECD666FAE438AB732AA275B388DF0804631A583,2300
3ECD6CD26D14681E73144E1496E222A74F9A180F,2010
3EDD00245D93664A33A724BA377150E5531ED033,8240
3EE02E49121ED6361B516E5E24F7448DCBFB4A8E,2010
3EE6BA5394B18AEF14E0D3B959D733B7A1EC3AD5,19800
3EEEB7021D974D38B6D97BEFB55E5E48551A8FEA,19200
3EF75DDA77A5A0CFD58DC027BF7B1251D97CD084,2980
3F065BB0B02FB2303E144383D16C47A7DED75AE7,33200
3F0779A9B68F53FC78C22F20893B7E9464C5B125,16000
3F092986E9B87D3FDA09B71FA3A602378285C77A,393
3F129FB71EB2B019B47403A5552EB2D40E5369F2,41000
3F14EF80BCA7D3679491EB37C98ECFB786F644AE,9010
3F1E7809A39ED7754646989C49B29138E4966869,1380
3F3DDB016D73AED6D777873AB03E2B7CDF26B820,289
3F3E911D64F8DED71208D614782ABED41F4D7A0D,5560
3F43D0584A2613C9DB631382FF486DC6B95EA1C8,42000
3F55260D3B78CFD21C2FDD9DFA133D4AC3F34204,3580
3F62F05E859D7F98B086F702A31F7714D566E49A,120000
3F65766ADE067D9D08920E3B74DAB9040EDD26B2,37000
3F6EBCE3AEF01229EA7EADEC0BD50F316342988D,174
3F83F3B0513B11521F4D744E71484CDDE77E4A61,404
3F91F384ABF6D115080638E52381231D1BFBFC84,13000
3F98580C881A3DA7EF2E9A8927491AD4E5ED684F,1390
3FA04DAFB39C8C2D3BB3568C4B7F84194691D9CB,9300
3FA93D41E9A7C4C47B77C0D7F617999B6D5D0B62,318
3FADE2EBD3F987F15A9DD1AC44223D392B0D89A2,2200
3FC6F026E49F1B6987F00EC2B4F0A75FCD59FB01,982
3FE1AA163445DC0E0677B5227F507907C4872A30,11000
3FE5359C027C077818D21BE2A861A73E0953BF67,6550
3FEBFB6A491D30CACC2C2995EDB41717A6F94E95,14000
3FF0DD5AC13713D319E09C40E93E0D26717B851D,3400
3FF88CAE0BCE85191D8DBBD0BE0E62156AB631AB,7730
3FF98DEAC200C24A02FA92784F677FF74AA4E5C8,1100
3FFDFB5A9A278C7C303745606DB5B68FC5B9FADF,14900
40108FDFA40EDB013F7291F3B4DA3D412ED3A5EF,10000
4011E1BB0E5B9A22AF665B553BFFDDE22A517B16,16000
401A66747713038CEEF6ED28C8AFEB70570EEBCC,830
40262D8536342A421B2957ADFB4D35CD393816B7,30000
4031460683AE9E0512D3620C2758D98758AC6C93,39800
40441D9251F942134A562DAE2BD9445F2924541B,456
404DBE0F72D66576925432B1E4A28425FA2E4825,8610
4053B3A8BE12DF3F47C993700761853F0BF9B964,502
4055CDDFF7B3F9E6A50447609A3014753A82EB26,7200
40601EB56A6DDD26EA4C192C1B9AE75DCDE87DD4,99
4060BE838E47FDFFFEB045CAF6630AC663AE2AD2,889
4061C553CA88021B8302F0814365070AAE617270,5400
406788A9108C14F10067BE7960985EB2EC8224D2,3000
407112ABCFFD12525E5210FCFF73A254F4E6C7BE,511
40762D37D688F817C86C819C8E9B9A9EED48C38B,26
4076A35D83DFF84E75639378FDF68FEF3302D8EB,52
4086D3AA77AF5ED836C0D42A019B499DF8F2CFCF,1300
4089AFC68F3CBEA8D135F5D7110DAA8A14F3928B,6900
4099DEA68268A5ED261078DE1734891334A146F9,2360
40A4D551B2BD33C09F9D6640D9708E3FD56ED3AC,28000
40A60D1F1E8AFBED22FCB30B3FBE2E275A14CF99,13000
40B334132EB4D680AC00202E0186DBB57BFF17CE,122
40CBF504FFDCC6AF3F977ECC5AEB12735EFA3850,0
40CDE936B04B4573A47223396006443CA5EAC845,61000
40CEE2367D5A1BD8F5D2873840EE0FBE18A3A4BD,5840
40D13096BBD11AF198CE61DEE4EAECCE5472F2E7,895
40D3CCEEE5B9BE2128684C15E57698D4BA1D826D,16
40DA0281E5DBC29257FB1B94D98E9AF5864DA2BE,40
40DD356E8F3C53FA9251B561CF956302791AAFF5,14900
40E7D6CE5085E4CDDA31D51A29D1457EB53F12AD,5400
40FAE4540CF4C126B1B15C0F5E048FDBD66E2D88,115
40FE1AE5C95C41F428F8F4E27866EEFBDBFE3A11,7230
410118E874D2263F1CDCD567F81875A8E38B2B3C,6800
411B168C12384786A899AAA8A288286BAAD3D94F,13800
412767ECB0CEF7DCBAF8748DDBA8575860DD6782,125
4141DDBCDD8AFCB96A033141E97E30FC6B51847A,11000
4141FDA554F56E9E24DA41153B5C1A756EE43249,751
4150397D2D46D9F3A41694AA75C88E65133A0D46,2040
41539B8FD55F94DC6017A29CDCC623977F118A30,1100
4157ED0115AEA432FC4D9C6073FA9EAEFF8AC43C,28900
416445949D3EDA23283611E591725D9C3C8EE809,479
417716A792F28D7AC5D1AD205D5F241BC59D1B4F,6400
417AA3C8D226DDD79A8047D7F217B21D9C63C21F,396
4186A3C8D407A13129C8AE489BF5A84F30A6CF00,56
41A3C16269C7B63DB6EB741DBDDB4E1F586B1592,6410
41A55999C37C53CEB9E6051E5F5BF8178774B01B,25500
41D2F6D866E7638138CF9F282A280F96BD020D25,12300
41E041EC676622FFEE59F56BC75B99CD0D47F653,44700
41E319407E67C001D82E55237E66E60044227391,1340
41EEC4CFA01E8982643F1AF3CD84315329D2B58E,26600
4201FFF0BAB1DFCDF6FBA710AE2B860859E06A5F,789
42153AC3054C04FD5814C690B91EE20B3A6251B2,6200
4231746CEE99EF70A22B30E452241F505C85F6EA,21100
42434746F960920F438BFB4F4AC35E5C8A3A7FC8,2940
424BF86927E80D916589BB12248BD468BB470684,2900
4256292CD1F7F1EE61C51CEA2F8DF812CCB7A6A7,36100
425835370C1FBE178C21CB53C76672F12BDE091A,1740
425C9EFDCAB49E9AEB8DFD206BAB83E3211F00E1,46000
426ADF86D3C8AE76D13833E9CCFDF83082F61B2C,1100
4273E6D162ED2717A1CF4207A254004CD3F5307B,21300
42754FCCCC97094BE19BCB804D0085921661FD18,129
427956E3F23EEBA31954CB0942AEA0ECD43A004A,14800
427DEDAA28D39672F3D9B7714170C724634671F3,122
42949C1EC1FEC5E30197E269FE7850CCA2FD0C0D,37000
4296ABC8817B9628F656EC9FBC441A42297D6580,79000
429C052FEF436E6B211A091D73293684B04FD4D9,0
42A51FFF7AB2A2F396CB924B56676F09BCB52245,5400
42A8C3AECAFD03F0242D09FA2C022AED849BF933,53
42ABBC54E6B80E4CA34F7ABEF334ECCFF30D844E,453
42B40A38F79F049129FA2F95532C5A64361A0D21,3500
42B4F52C5B11E4D39855F654955425B0D5A0598B,108000
42BF33B3CEBF6ED91A6A267818CC73D7E988F31F,15900
42D47C736518BFA495CA31AEE40AE468F0BDA2A6,60000
42D58335381BC9BB8C9ED98D390109EB74DBCBC4,800
42DBA66FC530D35AF9F1EA8BDFD70D9A853C4EF5,1500
42ED91DD3768F6A2A194D094A7432CBE8DA004B1,42000
43028D0071DE055180DAA82DE200B42FD2131C23,17600
43064001BAF281457A23E487536522FB95F22B73,7330
430672CD7162FA88AB49D891C38567799F346333,650
4316866D578B06DC79728883C8E5C9609F8311D8,7600
431702B3A68A6015F9955DD4FD0129175B43EA0F,51500
4317CB1BED0C6090ABEBB45440A040AD68383CAC,233
43209F6D50C657A56FE79AF01CA69F9EF19BD338,3700
4337694E3680D78EF6EF56545057B75180B8CECA,11
4338C8026D468B811D3EB11AE9E421E2089B8239,17500
4340B1D4E9118619F97DB0E54D38ED919E11C7B9,81
434EA1FB90BFE397CEADC22FD79A965C6D84BB01,9
4352D58B2641E8C1787750EFD3A07A88224967AC,7100
435B0937725ECC8252F906800E46C90974408B63,14100
436D2973D31B428CC835FC3D4F560EF8C673F410,39000
437143A8E2D86B3BEB77B9ECD49AC77CD360FBDA,4300
437675FC3D1256F365C81528757425269504CBC4,81
43817C3F81C0E0517EBC36DED75A557DD49D2458,716
4381E471E9358AE4D815021302C7F2E16502BEE1,28100
438731B8EFEDB1E592C8034934A55F532DEABAA9,2480
438F3EA4C9FB0DB63F5377A3271AB5435FAD7E04,28300
43AD3376735B4A227920AD06D2D9B6970B3C75DF,203
43AF24071B400911629D5BC9FC20DE335F9DFC00,2190
43BCE9E9AD4DC9829867D338B2DDA718A6163641,10100
43DF5979E1FD37986EFAEB6B9DDCAE42D3FF81D7,10000
43E187B8C7361F47EA968ED5389435865D7F4FE7,30000
43E75336B4264E29392D9C4CE8B1EEE00BD2FC07,61
43E896D36AAB20B5B63094BBC52CAD4B560E47BF,2480
43ED7792315172F4E0B8E6EF7387C81F3469CFEC,2300
43ED841926B5DA9487032D789A31B5E74A7525E2,15000
43FDB91342564816F102A3EEBAEFFDC70F2BE1A6,22200
43FE8EF938B491D843CE16A1559CD36ECA86140A,85000
43FF3346A3F8E4ED27F631DC956C4CD8D6173D7A,47900
440805AC6E608880BF7ABFC71294AB8D11E12F67,2920
440DC573824D98F99A958B174F7B54B8B5E002A3,9570
44496B18C68356AF3A58ACAD835429C37B9432ED,7400
44517C72DD0C7206E2B6E9FE3917406AE8AF3193,7200
445D891CE6C7AC3D80E1EDCA61F921D3A6E91CC5,3400
44730B2450213BC3E2DAA4854458D134F0644FF2,3000
447D96D398F7E340B31D46347DB68E7FE83F8A5A,3460
447EFB012D16720324301796D008D50E883A4378,4060
448150433FFE1E36EDB8C728C55F34BA699CD96E,219
4483097867F6444533EAAA2D38B5479BE1F36412,742
4488EEA8CA1674020D9FCC2A176E1FDB9606F0B3,20500
4495DEA0FE1200E8675065F0DA58E21C93A616CA,2480
449D8A5D4B4ECC0FBB659C14DCD712ADCC3E41DE,3900
44BD70C13DAA7513D6F47773804178B009F21ED5,54100
44CD8D41968A783448976B863DD2E905A9D934EF,340
44DC23661E05DEFD94398936D9334987ABCB6E5E,59000
44DF1007B545B4D8057F279025EBB33CF99BE227,9410
44FAF1249D46C79CE33A5234D8501261C40E670D,795
4507C2582CBFE28735785981F045C542323EADBB,83
450AB46ADFD541B3905A5C6140BC53EB8C68C9A5,13000
451C144A35AAD47AF91FCE3021B4B982F6811335,188
45352CBEAA0F09FD190A28AD0AFD6FEF594D5AC5,3000
453E51CBAA4C2169EBCB05583247DD6201E87FAD,12500
4552CDA03B44F6DC90370BD08EC24FE6F92F4067,6590
45582F4CCEE4BBF79B44A4853FDD82908B08D4A8,5830
4561FC085C3F3A7271FE960317F02DCD1E9C1188,37000
456F6E4998EB17B975DB5A19273607868E5F8AFA,19000
4587B58F494875B6ACF1E29B1D64B2C93BD533D3,58
459310E0C3A72CAACAE10BEEBB7484D724C9C8C0,17300
459A11F6EE8F0BE2F08F72E155B85EABF5E54A3B,127
45A5286454BA553FACF56CF4AE5F4CC6D2D095B0,661
45A6A077E5D84AB5B202A38568938D447CF2D1D2,9800
45B8EB2373436BB8B714FD7A64F29FD85C71D308,1940
45D67EDBFE0A61F9784F34A88DA6D5E13C397786,1510
45D81A594C458BAA2AFADADC507B6C784EB68D63,3600
45D8C1EEFF044043AA6806C4B9130F8F189EF316,246
45DC9BCF0E44A22D246ECC02234B216EAA02155E,10700
45DFAB9E1BD65DEF326CE0CB300E6C6F410A67F8,439
45E2D7BE8D42A13A627BE13A66503F848861C5DE,1900
45E9240AD4ECE01793A1977C1260503B2C2C861F,43700
45F1CEDD0D81BE2BF908A7CEF8EA799486E42206,1600
45F80CFCE0FF65EAE012049BAF66084F76E6D68B,1900
45FD401243854294783CD83673613FF565D9A662,5570
46053D5D5916F20C333406F16911711AB55164C0,2470
460CB72A11A5948FDDDE032603DDBEB837AF662C,752
460E5B882770C19761BC5747541913DB2AD01E35,14000
461D6EA15966C7F99B43D37ADC116B5B8E47D130,61000
4622C4C050F87D66817B5A9AA58F18D80ED4CEE1,211
462310A3F3B7615F55C55E5FB1F16298AFDE9D93,40500
4623A9EC53BFD83155929E56D6F7B55B5E718C24,16400
4625F385CA5364CDD63C791893973B0CAD49C4E0,33600
462C4C97170DE94F251A46F4C741032864AD1BFB,3600
462ECB5FF94C6AB6971E451710B748BE20F7CC8B,14300
462F4983DFBFB4E557706843093C9B497A23DF92,3100
463033672113D6D53BBA4FA17D93C335F1122E9E,114
4639FB5E5F4CD9A344CAE0337EDFE535E6808674,525
4648DBC0DBDDF68664AF5B0831C0A83A8F0ADEF5,431
465D17C6FC297E3857B5C6F152006A1E212944EA,14000
4661DE96D3F8E923994B05218F23760C8D7935A4,2400
46659118EBD5EE1333E5029D9E955D5F52E361E0,11200
46736616C5A895D636C93EF9F8A289C3BC93EE53,7200
4673A9741D2B7CF367CE3A6CE90C30E1820AAF9E,11100
467C76D89B49264A53F8DCD9CABD655F2AE1B426,81600
467D7417FFA611BC20227FE347494CE5F61218FB,11000
469305AE56D9F446468E8BE8780219EED54EEF25,660
46A4CEBD9A4477A2B569C9A562427B10FE44E3A4,8300
46A4E56C9CA59A3B07FD1DFE9891194E0C8FD6F0,357
46B92AB9939610F68F923A80D4A7CE73F6DA52C2,177
46E0487EEEFD694CE625CC6E12D032395C01DB82,20400
46F90EF3A3628C134DBB4654D0E4FF7EB914B690,33800
470BC5C6A8BD1D9FDBB55689FB3030310181EAE2,23000
471142D96FC7EECA21C55637B2F00F065BEF655F,9
47175EA5C1B830AD72F2ED14C089B443758376E1,5210
472513311E04110A9EF6AF04E6ADB1AA1CDC33B9,51
473FF6F8986B96861521E5B538243A66A57A75B1,13000
4751FB559499DE05EA411DFEF2470B60D5DA8AE2,37
475FBD89F96E7DAC62B7B7967B4814A6A7024108,224
476C321B4FB10705DFDDBF809177AB5FBBDE2CD5,35
476CD2DDF42DE135636F3944C4CC89A22E8FC9E4,0
477E2B8AE380BD24C7EE5D9FF5AC98D8E0249368,8840
4780749994B23557F74586BA128B4DC01A546676,8220
478B0E18930CA4117369679AF329FC49D9110966,3600
479524AEFDD60FA6911E5A9553FBDDCE3EF2E5AD,1500
47A3D00525F041F382B398BF95BC58E0EC23276B,59100
47A8B9C08AE0E4C72816275FFDACA7ECA0D8B991,6310
47BE3C80B6C831211527D18D1D84E2750F412EDD,4
47C42E2094EE482E7C9B586B10BABFB67557030B,25200
47D92847A4F9DE51BF2EB842ECA45F16AA81D53A,9
47DBDE38466D539F9F6ECC55120D40D6F81EBE4D,35500
47E0EEB4E75C2C3633A7E294885F146B1E786DA9,24400
47E1157F7DA6DF80EC00D745D73ACD7B0A380BCF,7800
47E356D1F7A8FA5D0C6473C4529E2AFBC0F428A1,2
47E49319DD67784F1E65B5793371BE467365979E,32000
47E9EDA00A8A7BE0073501C3098EF9530771EB03,11000
47EA619664D70913DA370982B1818E4886613CA7,1440
47F9D1E0155089917FFA734EF759089326C3761A,547
47FA3C32C5C0A8D0CEAD5F4315C50054AB34170A,39700
47FC19DBE2B42BB481C65191276670B3D589F075,0
4820738C5159E6C86E1FE1321162FAF5C6F668A8,1670
4825FABA5D4A44E6DFC307544EF15F15FB37FA49,6420
482F359A7A84A1EAAE14A6D5F8D497913F87EE51,11900
4837A6DFFC8E3681D70AD9E8D057C029093DA2F7,8080
4840EAAB976A402C55CEF7324BF4FB6EFD947D40,7
484A10BA2B8D48A5F0216674C8DD50EF27BC32F3,13400
484F666C491BCDE22B45E0E19D1CEA5ACC5A9611,13000
4856C97DC4F2271BC896DF9CABD217EE2D869D68,50000
48585784CD6C0F28E7FD82197961EF83832B0F28,49
485DA5D5C5FC78DFDBC99710095ED31A533E893C,334
4860408EE17B620C18559D12B2362090184D8800,4700
486740353B905AA4731F82C0B4CC25821A62C6E3,2930
488C94BA00DC38397BE3EA051AB3BF8FE660A062,5630
488CECB762759D18856C6DEB44F47B436ABA1CEF,3
488E663B4A88C12E6DE6C12F7A6053F09BF7A61A,5400
489606DA64FD4B68A76C49386298695E6C30B5E2,38000
489F8DDA708D3BF5BDD64A67F3A1F8DF9622D74F,1100
48A7E3A169F86E45A00284E1303793AFFA61F1EA,10700
