relay,mean,variance,standard deviation,mean absolute deviation,median absolute deviation
0006DE2E77E3C3EC5E1825B076E5257FD200ED0A,0.49245485862096144,0.029509873555922893,0.12861043439651595,0.08109602014223731,0.03546390923261637
00089AB30F240C64687576C3EE8FC93002D9ACA0,1.0307152926921845,0.28054424974195363,0.23316355304574543,0.1581503327687581,0.09634970238208768
000A10D43011EA4928A35F610405F92B4433B4DC,0.9769719103972117,0.013807931833124473,0.09017199918701217,0.06597008268038428,0.04749751104712482
0011BD2485AD45D984EC4159C88FC066E5E3300E,0.5434914747873941,0.0024128361821434334,0.044976576148695595,0.029468225240707357,0.012439042669534618
001791204775C0CA15E591DAC79A2917B7673F75,1.202045382152904,0.17509589731180594,0.2209172753067485,0.18263193173841993,0.17760382124727417
0020D8A204A81FC8C8A1D79E2324621705DE4F2F,0.4026007175445557,0.011184351483020298,0.06696606300175052,0.04684557962417598,0.03649026019334786
00235364FB65D0FE5FBA028AC303B5A66DAAEDDB,0.8946148276329041,0.005403380010971783,0.0694042473644735,0.050627995332082086,0.02708597649335857
00240ECB2B535AA4C1E1874D744DFA6AF2E5E941,0.3236790537834167,0.0066001342313396424,0.06817089408443007,0.04749250769615169,0.037881281107664054
00342C0E155D4542E55391788B2D779F14578DEB,0.37428543567657463,0.0017333870980759333,0.04161711653209043,0.032295389175415,0.032181234550476036
003BFA1B6CC5CBEFD5D0082F8FC9AF2A8868A8FB,0.3265435854593912,0.0006234170305316889,0.022949827090680556,0.01692456324895218,0.014918185067176766
003D26DC2BF2F0CEBFFE73EC39ECBAF1C1D0A66F,0.2517451018095016,0.000813397884967086,0.02552844407138214,0.01811564803123469,0.017168073990941002
003D78825E0B9609EECFF5E4E0529717772E53C7,0.905400930510627,0.004731166456261422,0.06284938881243411,0.04063362492455373,0.023334215029080667
00410438E5E2D6367AB67F9851351329714F27A6,0.2633617103099823,0.0007343785366937,0.025201607881353057,0.016651755968729597,0.009675040072202651
0041D879990DEC3D326688B57CEECB2EEEAC6882,0.27712749540805814,0.0038574282630455376,0.04847092830896786,0.03266321837902064,0.024617298558354327
00421DC70C89C54E581AD8555A0837634A794F69,0.2469069957733154,0.0008721949650509499,0.027920436538691643,0.01890140771865841,0.013287982326745933
004310721A5C13F84CE6DD31A28DF11FCAE88691,0.3356663942337036,0.0009527213047641,0.0308661838386958,0.022042498588562,0.012110733962059
005079A42356183CEA5A3ADD239303F44F12E7EA,0.2773560146490733,0.03888464149776286,0.08105262650885506,0.06130442102750135,0.01785989942550654
00549B8014A74B42F80FF33DE24F18A855775A12,0.44439790050188704,0.031499025587152125,0.08786020244595706,0.05738359332084652,0.03117957707047458
005ED97213F725867E422B8DC0443361BBB24E3C,0.21893842220306395,0.0005969657131054,0.023685122208891674,0.018162632783253932,0.018913150167465167
0077BCBA7244DB3E6A5ED2746E86170066684887,0.7844010223041882,0.007730032106645835,0.08254880889688196,0.06288382790305393,0.05810106916210864
0077DDDDB54954214CFEE0FE8AA85DDC857E7C8A,0.9193642834822339,0.008564025078803184,0.089936300466063,0.06782166918118791,0.04287526732087132
00786179DB0E6514142F44DB4166638712F34DAE,0.9457924723625183,0.01211677485040842,0.08858725187795163,0.06063891887664791,0.04162293404340738
00799A0EBDABF05AA227FF9A6855BF1AF3C44B3E,0.6229929665724435,0.004560942983827467,0.06611982628400752,0.0497615007559458,0.049918550270795774
008196DC449482C73CFA9712445223917F760921,0.3041642480426365,0.0008248344119062556,0.02820334690800695,0.020104262563917324,0.013575847101211477
0085057C17BD2E1809E284825F06F94E72FB418C,0.2466317653656005,0.0007138406839081796,0.02503083652370418,0.017911104361216183,0.013439772266149475
008A1F1D87148DA2F1C7623B0EBED698553E9536,0.2673271070827137,0.004012674983104755,0.05507505906139516,0.04060570846904403,0.031258149914307976
00962D2DD0B9BF3A6AF1D5EB201132388ACA1424,0.32446016271909073,0.002790483593245392,0.04924129530929638,0.03819490472475683,0.042008167660236316
009804FCCE94D266A83634ABD3B683A1C1FCF7CC,0.2514217615127563,0.004990264543967028,0.051338051414813624,0.037766472271510476,0.03985742654800408
009851DF933754B00DDE876FCE4088CE1B4940C1,0.3946268220742543,0.010060277389648301,0.06632254756570997,0.05348746260007218,0.05681674466133114
00A74E045DA680A9A40C22195D3DD7947A2AC9DB,0.39145157535870867,0.26745831694110256,0.17334825524432573,0.12894548932711278,0.07997585974931712
00B4C1963B320818348EF45A50C1F0D92F6D259D,0.2271866035461426,0.00974921398749504,0.06685369669307387,0.04224273395538326,0.0132733630084991
00B57BF614F7ED3051073B5D4526FF0B23AF217B,0.3950883070627848,0.002085370286424534,0.04340452326636559,0.03155464212099705,0.02714362308979029
00BBCB897A72D87860E305A784FF36D340E53D10,0.8856972575187682,0.00707984810833746,0.0767607763352924,0.05058407783508295,0.02435406687855716
00C22D3BC1822EB8EA380AF04245337399E796E2,0.2536780476570129,0.0008970338217304721,0.028579525611029874,0.021975665489832517,0.021959730076789797
00CC4AC22501360C541185EE7E4466EFB7032CAE,0.2440588315327962,0.0008830174909470581,0.027729270848218135,0.020226105451583817,0.018801553779840417
00CCE6A84E6D63A1A42E105839BC8ED5D4B16669,0.3385017395019531,0.0009119350361493,0.0301982621378998,0.017899522781372,0.0040881658315658
00DCAEAE3E54C32809E7F7CC4BF2A6FC68FC552F,0.7739199817180635,0.008196613992916183,0.08515027431868628,0.0633854961395263,0.05914481880664819
00E1649E69FF91D7F01E74A5E62EF14F7D9915E4,0.455185604095459,0.1613388276721279,0.24709761992659432,0.20490291118621826,0.11443132175207132
00E89DDEF944B42FD652F80C2480D5E20DF13194,0.2797152558962504,0.0007331335644735334,0.025789353875218943,0.017865233023961334,0.015328883928060491
00EAAFDC05DCD6EBD1E06E0B4F1F35D16DF0BA80,0.2340675640106201,0.0005807769013512802,0.023892353578391978,0.01621226978301998,0.010910530056953398
00EB3A12C77E70F19F66A7BBD094D62969AF350D,0.7786444346110026,0.006329731725097324,0.07550377785898688,0.05681783994038895,0.05843940650820728
00F1F247B391B84CB6C221720BCBFC0DFDB91117,0.25213886499404903,0.0005827180431471416,0.02344770315797452,0.01781220078468319,0.017978403389453845
0104231DE10B5F2672F4E42F146B2CBD9B0DBDB5,0.248699680964152,0.0008880276540458418,0.02782236108723526,0.02032170852025345,0.019338695162534652
0109706984AA5E15836E9B20A144185DD774411E,0.9559492528438568,0.005949680662900125,0.07162848406670043,0.04613951841990147,0.02324406796693797
010B7728454411F485CE29D4C79A14534151C2C4,0.38302032152811694,0.001006988996408475,0.030425288443844248,0.023672533432642556,0.021768232619762375
0111BA9B604669E636FFD5B503F382A4B7AD6E80,0.29381709496180214,0.08368524632679059,0.12756078068169122,0.07891983985900876,0.02265334500074381
011668FE8270453DA534E068A5A7763A190B3F4E,0.8651993850866954,0.0043490247386582335,0.061397999107154315,0.03948894421259558,0.013754619300365416
01181B31BE5860C7D66DA88F88AD522C06470FD9,0.31937873760859165,0.0006877077174186437,0.024918237427571818,0.01697469115257258,0.011613786131143519
0122A605B7C170D6086143448273D9A9844B69E2,0.25781014362970983,0.0011212485492426,0.03276484653177936,0.02450312137603756,0.022527904003858523
0124EBA6732132A275FF6748291E895DC2866EFA,0.29106701413790387,0.009260369782082034,0.05744725812278891,0.03974144697189325,0.021789677035808527
012A67685F03D66B23D617ED83F8425966E9D52B,0.7922322078184646,0.9064723152598121,0.37235164882400423,0.2364581056074662,0.0516135495315898
0136696B025AC5503847D736FE9F3D65EB27A596,0.9256643707101994,0.009798947803056998,0.09798892506757229,0.08187631390311495,0.0827793288556012
01384A5D9C6D34352701BF86D04E5F406CB256AE,0.3377841273943583,0.008548349018796026,0.0631945978594894,0.049316368897755904,0.035432537937164256
013DD355516AB903580197E506A45C9D522AC078,0.2713607406616211,0.00132553963722894,0.03401766292646946,0.0222512292861938,0.016814484143257098
014BD09636373B78CC28BA70E36C7190E3DE236A,0.3644312487708198,0.005619624626729556,0.06320707082025696,0.04226450973086883,0.029892966111501013
014E24C0CD21D2B9829E841D5EC1D3C415F866BF,0.23818808595339455,0.0005961672919886524,0.023538188095346278,0.015618599653243975,0.010484493136405891
014EE24BCBDA160F236B2547A4639B27E303A1E7,0.2173963606357574,0.0004215066882943695,0.018672705773681766,0.01227361400922136,0.009366275829076702
016093EE4BAE9AF473FC0C811A9D10FDAA9CA34B,0.2946674406528473,0.0005415159403649249,0.021425217867073163,0.01481684962908422,0.010775259387493094
01664D41A81F817A3E71400D6BFD40947AA40AFB,0.8720446705818176,0.005582006018706465,0.07020151731386166,0.04376352548599239,0.012909111338853793
